word,translation,phonetic,mastered,sentences
"disciple","NOUN. Any of the followers of Jesus Christ.，One of the twelve disciples of Jesus sent out as Apostles.，Short for Disciple of Christ (“member of a particular religious group”).，A person who learns from another, especially one who then teaches others.，An active follower or adherent of someone, or some philosophy etc.，A wretched, miserable-looking man. VERB. To convert (a person) into a disciple.，To train, educate, teach.，To train, educate, teach.
To routinely counsel (one's peer or junior) one-on-one in their discipleship of Christ, as a fellow affirmed disciple.","/dɪˈsaɪpl/","✗","God's disciple and his dearest minion;That I have loved you My most puissant disciple I am the fabric of life and death Humanity has perversed the truth;Ex-King Constantine would be regarded as an apt disciple so long as he succeeded in his purpose of hoodwinking the Allies."
"dissociation","NOUN. The act of dissociating or disuniting; a state of separation; disunion.，The process by which a compound body breaks up into simpler constituents; said particularly of the action of heat on gaseous or volatile substances.，A defence mechanism where certain thoughts or mental processes are compartmentalised in order to avoid emotional stress to the conscious mind.，Feeling of detachment from reality","/dɪˌsəʊsiˈeɪʃn/","✗","the dissociation of the sulphur molecules;the dissociation of ammonium chloride into hydrochloric acid and ammonia;Project MONARCH could be best described as a form of structured dissociation and occultic integration, carried out in order to compartmentalize the mind into multiple personalities within a systematic framework."
"ecstasy","NOUN. Intense pleasure.，A state of emotion so intense that a person is carried beyond rational thought and self-control.，A trance, frenzy, or rapture associated with mystic or prophetic exaltation.，Violent emotion or distraction of mind; excessive grief from anxiety; insanity; madness.，The drug MDMA, a synthetic entactogen of the methylenedioxyphenethylamine family, especially in a tablet form.，A state in which sensibility, voluntary motion, and (largely) mental power are suspended; the body is erect and inflexible;，Alternative letter-case form of ecstasy (“drug”) VERB. To experience intense pleasure.，To cause intense pleasure in.","/ˈekstəsi/","✗","What! are you dreaming, Son! with Eyes cast upwards / Like a mad Prophet in an Ecstasy?;The instant I drew out my case of instruments, the lady roused herself from her ecstasy, and has never had a similar attack.;In ecstasy the mind is absorbed with some fixed idea, generally of a religious character, and the patient becomes oblivious of surrounding events and objects."
"elapse","VERB. To pass or move by.","/ɪˈlæps/","✗","He allowed a month to elapse before beginning the work.;...many years would have to elapse before a sufficient number of cases with presuicide data could be collected.;Post for him for a while: is everything pleased, does not lose weight, does it elapse and sings?"
"explicit","ADJ. Very specific, clear, or detailed.，Containing material (e.g. language or film footage) that might be deemed offensive or graphic. NOUN. The final few words of a text.，Used at the conclusion of a book to indicate the end.","/ɪkˈsplɪsɪt/","✓","Coordinate term: simile (when the similarity is made explicit by the words like or as);I gave explicit instructions for him to stay here, but he followed me, anyway.;The film had several scenes including explicit language and sex."
"fabulous","ADJ. Of or relating to fable, myth or legend.，Characteristic of fables; marvelous, extraordinary, incredible.，Fictional or not believable; made up.，Known for telling fables or falsehoods; unreliable.，Very good; outstanding, wonderful.，Gay or pertaining to gay people.，Camp, effeminate.，Fashionable, glamorous.","/ˈfæbjələs/","✗","Your functions in subtitle translation within YouTube are fabulous!!! ;Sunshine ranks high in the island's greates burger debate, while the chicken egg rolls with mango chutney and jerk mayo and fabulous fish tacos elevate pub grub to an art.;They include fresh noodles, roasted chickens, savory Italian tortas, caponata and other antipasti like roasted onions in balsamic vinegar, crusty walnut breads, biscotti, and fabulous Italian desserts.;Our fabulous new crumpets have been selling like a bomb."
"facilitate","VERB. To make easy or easier.，To help bring about.，To preside over (a meeting, a seminar).","/fəˈsɪlɪteɪt/","✓","It is said to have been labyrinthed by secret exits and cunning contrivances to facilitate the escape of fugitives from the law.;Early in the year the raws were melted to about 20 Brix in order to facilitate filtration.;In order to facilitate taking by the patient, powders are often ordered to be dispensed in cachets."
"feudal","ADJ. Of, or relating to feudalism.","/ˈfjuːdl/","✗","The three estates of feudal lords, clergy and royal officers met in separate chambers, and exercised an advisory role.;If today’s capitalists are mere lazy rentiers who contribute nothing to the production process, don’t they deserve to be downgraded to the status of feudal landlords?;Was he impressed with the cohesion of the Christians among themselves, and by the contrast thus offered to the fissiparous tendencies of his feudal polity?"
"finalize","VERB. To make final or firm; to finish or complete.，To prepare (an object) for garbage collection by calling its finalizer.","/ˈfaɪnəlaɪz/","✗","As soon as we get the plane tickets, we'll finalize our reservations with the hotel.;Select OK on Sensor Setup window to finalize programming.;It remains to finalize all small details and German tank Paten."
"fledge","VERB. To care for a young bird until it is capable of flight.，To grow, cover or be covered with feathers.，To decorate with feathers.，To complete the last moult and become a winged adult insect. ADJ. Feathered; furnished with feathers or wings; able to fly.","/flˈɛd‍ʒ/","✗","But by setting electric fences to protect the chicks from predators in 2021, we were able to confirm 10 chicks fledge from the site.;Puffins roost on the surface of the ocean, and only come on land in order to breed, lay their eggs, incubate them, and raise their chicks until they fledge.;It takes 16 days for chicks to fully fledge, stand on the wing and prepare for independent life."
"floorplan","NOUN. Alternative spelling of floor plan","flˈɔːplən","✓",""
"folklore","NOUN. The tales, legends, superstitions, and traditions of a particular ethnic population.，The tales, superstitions etc. of any particular group or community.，The collective of proofs or techniques which are widely known among mathematicians, but have never been formally published.","/ˈfəʊklɔː(r)/","✗","A selection of longer items of hacker folklore and humor is included in Appendix A, Hacker Folklore.;It's a piece of old folklore for which I would love to find hard proof.;Cf. Sandman, a mythical character in European folklore who puts people to sleep and encourages and inspires beautiful dreams by sprinkling magical sand onto their eyes."
"foreskin","NOUN. The nerve-dense, retractable fold of skin which covers and protects the head of the penis in humans and some other animals.，Ellipsis of clitoral foreskin. VERB. To remove the foreskin.，To sexually stimulate by manipulating the foreskin.","/ˈfɔːskɪn/","✓","The female clitoral hood is homologous with the foreskin.;In primates, the foreskin is present in the genitalia of both sexes and likely has been present for millions of years of evolution.;the foreskin is a primary sensory part of the penis, containing some of the most sensitive areas of the penis"
"foul","ADJ. Covered with, or containing unclean matter; dirty.，Obscene, vulgar or abusive.，Detestable, unpleasant, loathsome.，Disgusting, repulsive; causing disgust.，Ugly; homely; poor.，Unpleasant, stormy or rainy. (of the weather)，Dishonest or not conforming to the established rules and customs of a game, conflict, test, etc.，Entangled and therefore restricting free movement, not clear.，(with ""of"") Positioned on, in, or near enough to (a specified area) so as to obstruct it.，Outside of the base lines; in foul territory. VERB. To make dirty.，To besmirch.，To clog or obstruct.，To entangle.，To make contact with an opposing player in order to gain advantage.，To commit a foul.，To hit outside of the baselines.，To hit a ball outside of the baselines.，To become clogged.，To become entangled.，To come into contact or collide with. NOUN. A breach of the rules of a game, especially one involving inappropriate contact with an opposing player in order to gain an advantage; for example, tripping someone up in soccer, or contact of any kind in basketball.，A (usually accidental) contact between a bowler and the lane before the bowler has released the ball.，A foul ball, a ball which has been hit outside of the base lines.","/faʊl/","✗","This cloth is too foul to use as a duster.;His foul hands got dirt all over the kitchen.;The air was so foul nobody could breathe."
"fulfill","VERB. To satisfy, carry out, bring to completion (an obligation, a requirement, etc.).，To emotionally or artistically satisfy; to develop one's gifts to the fullest.，To obey, follow, comply with (a rule, requirement etc.).，To package, distribute, or ship goods.，To fill full; fill to the utmost capacity; fill up.","/fʊlˈfɪl/","✗","What role does the wax in your earhole fulfill?;You made a promise, son, and now you must fulfill it.;Unfortunately, you don't fulfill the criteria for extra grants at the present time."
"grant","VERB. to give (permission or wish)，To give (bestow upon or confer, particularly in answer to prayer or request)，To agree with (someone) on (something); to accept (something) for the sake of argument; to admit to (someone) that (something) is true.，To assent; to consent. NOUN. The act of granting or giving，The yielding or admission of something in dispute.，The thing or property granted; a gift; a boon.，A transfer of property by deed or writing; especially, an appropriation or conveyance made by the government.，The deed or writing by which such a transfer is made.，An application for a grant (monetary boon to aid research or the like).，A United States fifty-dollar bill. (From the portrait of Ulysses S. Grant featured on them.) PROPN. An English surname transferred from the nickname and a Scottish clan name, from a nickname meaning ""large"".，A male given name transferred from the surname.，A placename
A number of places in the United States:
A town in Marshall County, Alabama.，A placename
A number of places in the United States:
An unincorporated community in Inyo County, California.，A placename
A number of places in the United States:
An unincorporated community in Park County, Colorado.，A placename
A number of places in the United States:
A city in Washington County, Minnesota.，A placename
A number of places in the United States:
A small city, the county seat of Perkins County, Nebraska.，A placename
A number of places in the United States:
An unincorporated community in Hardin County, Ohio.，A placename
A number of places in the United States:
An unincorporated community in Mason County, Washington.，A placename
A number of places in the United States:
A town in Dunn County, Wisconsin.，A placename
A number of places in the United States:
A town in Portage County, Wisconsin.，A placename
A number of places in the United States:
A town in Shawano County, Wisconsin.，A placename
A former rural locality in Barcaldine Region, Queensland, Australia.，A placename
A village in Tolmin, Slovenia，A placename
Ellipsis of Grant Parish.，A placename
Ellipsis of Grant Town.，A placename
Ellipsis of Grant Township.，A placename
A number of places in the United States:
A small city in Montgomery County, Iowa.，A placename
A number of places in the United States:
A small city in Newaygo County, Michigan.，A placename
A number of places in the United States:
A town in Clark County, Wisconsin.，A placename
A number of places in the United States:
A town in Monroe County, Wisconsin.，A placename
A number of places in the United States:
A town in Rusk County, Wisconsin.，A placename
A number of places in the United States:
A large number of townships in the United States, listed under Grant Township.，A placename
The Rural Municipality of Grant No. 372, a rural municipality in Saskatchewan, Canada.，A placename
Ellipsis of Grant City.，A placename
Ellipsis of Grant County.","/ɡrɑːnt/","✗","God, grant me the serenity[…];the grant of permission for a project;I got a grant from the government to study archeology in Egypt."
"hatch","NOUN. A horizontal door in a floor or ceiling.，A trapdoor.，An opening in a wall at window height for the purpose of serving food or other items. A pass through.，A small door in large mechanical structures and vehicles such as aircraft and spacecraft often provided for access for maintenance.，An opening through the deck of a ship or submarine，A gullet.，A frame or weir in a river, for catching fish.，A floodgate; a sluice gate.，A bedstead.，An opening into, or in search of, a mine.，The act of hatching.，Development; disclosure; discovery.，A group of birds that emerged from eggs at a specified time.，The phenomenon, lasting 1–2 days, of large clouds of mayflies appearing in one location to mate, having reached maturity.，A birth, the birth records (in the newspaper). VERB. To close with a hatch or hatches.，To emerge from an egg.，To break open when a young animal emerges from it.，To incubate eggs; to cause to hatch.，To devise (a plot or scheme).，To shade an area of (a drawing, diagram, etc.) with fine parallel lines, or with lines which cross each other (cross-hatch).，To cross; to spot; to stain; to steep. PROPN. A surname.","/hætʃ/","✗","The cook passed the dishes through the serving hatch.;A service hatch with sliding shutter is situated at the end of the kitchen next to the dining compartment.;These pullets are from an April hatch."
"hazard","NOUN. The chance of suffering harm; danger, peril, risk of loss.，An obstacle or other feature which causes risk or danger; originally in sports, and now applied more generally.，An obstacle or other feature that presents a risk or danger that justifies the driver in taking action to avoid it.，A sand or water obstacle on a golf course.，The act of potting a ball, whether the object ball (winning hazard) or the player's ball (losing hazard).，A game of chance played with dice, usually for monetary stakes; popular mainly from 14th c. to 19th c.，Chance.，Anything that is hazarded or risked, such as a stake in gambling.，The side of the court into which the ball is served.，A problem with the instruction pipeline in CPU microarchitectures when the next instruction cannot execute in the following clock cycle, potentially leading to incorrect results. VERB. To expose to chance; to take a risk.，To risk (something); to venture, incur, or bring on. PROPN. A surname.，A home rule city, the county seat of Perry County, Kentucky, United States.","/ˈhæzəd/","✗","He encountered the enemy at the hazard of his reputation and life.;Men are led on from one stage of life to another in a condition of the utmost hazard.;Why, now, blow wind, swell billow, and swim bark! The storm is up and all is on the hazard."
"heinous","ADJ. Totally reprehensible.","/ˈheɪnəs/","✗","I hope they catch the person responsible for that heinous crime.;The perpetrators of this heinous act must be brought to justice.;Perhaps burdened by the weight of history, talk of the heinous 2-2 draw in 2002, or the magnitude of the fixture, Scotland seemed spooked in the early throes."
"heraclitus","PROPN. An Ancient Greek male given name from Ancient Greek, notably borne by Heraclitus of Ephesus, a pre-Socratic Ionian philosopher",",herә'klaitәs","✗",""
"hereby","ADV. Near this place; nearby.，By this means, action or process.","/ˌhɪəˈbaɪ/","✗","I hereby abandon my position as manager.;The rule of law whereby it is a crime for a person to commit suicide is hereby abrogated.;I hereby declare you husband and wife."
"heterogeneous","ADJ. Diverse in kind or nature; composed of diverse parts.，Incommensurable because of different kinds.，Having more than one phase (solid, liquid, gas) present in a system or process.，Visibly consisting of different components.，Of a network comprising different types of computers, potentially with vastly differing memory sizes, processing power and even basic underlying architecture; alternatively, of a data resource with multiple types of formats.","/ˌhetərəˈdʒiːniəs/","✗","Suggests combining multidimensional reconfigurable and heterogeneous architectures for enhanced flexibility.;He had a large and heterogeneous collection of books.;With a vague curiosity I began to trace the outline of some of the heterogeneous impressions, trying meanwhile to curb the flights of macabre fancy which the place and its memories suggested.;Including both factual and fictional books would have reduced the value of the study; it would have made the content too heterogeneous for the drawing of significant conclusions."
"hitherto","ADV. Up to this or that time or point.","/ˌhɪðəˈtuː/","✗","The exhaustless conjecturings of that evening's full conversation, made such of the small party, as had hitherto been strangers, well acquainted with each other's turn of mind[…];The history of all hitherto existing society is the history of class struggles.;The results of this study argue for a greater endonormativity in Indian English than has hitherto been recognised."
"hover","VERB. To keep (something, such as an aircraft) in a stationary state in the air.，Of a bird: to shelter (chicks) under its body and wings; (by extension) of a thing: to cover or surround (something).，Of a bird or insect: to flap (its wings) so it can remain stationary in the air.，To remain stationary or float in the air.，Sometimes followed by over: to hang around or linger in a place, especially in an uncertain manner.，To be indecisive or uncertain; to vacillate, to waver.，Chiefly followed by over: to use a mouse or other device to place a cursor over something on a screen such as a hyperlink or icon without clicking, so as to produce a result (such as the appearance of a tooltip).，To travel in a hovercraft as it moves above a water surface. NOUN. An act, or the state, of remaining stationary in the air or some other place.，A flock of birds fluttering in the air in one place.，An act, or the state, of being suspended; a suspension.，A cover; a protection; a shelter; specifically, an overhanging bank or stone under which fish can shelter; also, a shelter for hens brooding their eggs. PROPN. A surname.","/ˈhɒvə(r)/","✓","A tooltip appears when you hover over this link.;Without the Chop Chop Chop Chop Cowville seems almost normal: no hover of helicopters, no leap of leopards.;Up on the downs the red-eyed kestrels hover,
Eyeing the grass.
The field mouse flits like a shadow into cover
As their shadows pass."
"implication","NOUN. The act of implicating.，The state of being implicated.，A possible effect or result of a decision or action.，An implying, or that which is implied, but not expressed; an inference, or something which may fairly be understood, though not expressed in words.，The connective in propositional calculus that, when joining two predicates A and B in that order, has the meaning ""if A is true, then B is true"".，Logical consequence.","/ˌɪmplɪˈkeɪʃn/","✗","The implication is that the Gandhian model of growth is possible, now that Nehru's investment strategy had already laid a strong foundation for economic growth.;We use ""coprophagy"" as the simplest available general term to describe ingestion of the feces, without any implication of cause, circumstances, or the origin or nature of fecal material consumed.;Gradually the implication of biblical monotheism created an entailment of singularity and monogamy in sexual relations."
"in line with","X. in agreement or accordance with","","✗",""
"incognito","ADJ. Without being known; in an assumed character, or under an assumed title; in disguise. ADV. Without revealing one's identity. NOUN. One unknown or in disguise, or under an assumed character or name.，The assumption of disguise or of a feigned character; the state of being in disguise or not recognized.","/ˌɪnkɒɡˈniːtəʊ/","✗","His keynote speech was delivered on his arrival, incognito, in al-Kufah, which at the time was a focus of Khariji dissidence.;1864,, William Stephens Hayward, Revelations of a Lady Detective, short story ""Incognito"", George Vickers, Strand
I pulled the check-string, and gave him [the coachdriver] his instructions.;But we would submit that it is going much too far to claim that all secularization arises from biblical influences—albethey indirect or incognito in many cases."
"indefinitely","ADV. In a manner that is not definite.，For a long time, with no defined end.，Forever.","/ɪnˈdefɪnətli/","✗","an indefinitely determined fossil;... while the planned hourly fast 'Connect' service from Middlesbrough to Newcastle has been postponed indefinitely due to problems in finding paths for it on the East Coast main line.;Latex paint won't keep indefinitely."
"inference","NOUN. The act or process of inferring by deduction or induction.，That which is inferred; a truth or proposition drawn from another which is admitted or supposed to be true; a conclusion; a deduction.","/ˈɪnfərəns/","✓","Spector (2006, 2007) suggests to derive this inference as a scalar implicature.;The Indians, making a hasty inference from a trivial phenomenon, arrived unawares at a probably correct conclusion.;If there be no prospect beyond the grave, the inference is certainly right, ""Let us eat and drink, for to-morrow we die."""
"intact","ADJ. Left complete or whole; not touched, defiled, sullied or otherwise damaged.，virgin, having an intact hymen，uncircumcised, having an intact foreskin，not castrated","/ɪnˈtækt/","✓","I packed my belongings carefully so that they would survive the move intact.;She hadn't been... molested? No, no, nothing like that. I have examined her. She is quite intact.;an intact bull"
"interdependent","ADJ. Mutually dependent; reliant on one another.","/ˌɪntədɪˈpendənt/","✗","All life on our planet exists only because we are enmeshed within a complex web of interdependent ecological and social systems.;In the United States, trans-metropolitan areas are referred to as megapolitans, large urban regions with physically interconnected metropolitan and micropolitan areas through transportation networks, constituting a functionally interdependent urban network[…].;The interaction of discourses is dynamic, interdependent, ""interanimate,"" and ""interilluminating."""
"intricacy","NOUN. The state or quality of being intricate or entangled.，Perplexity，Something which is intricate or complex.","/ˈɪntrɪkəsi/","✗","the intricacy of a knot;the intricacy of accounts;the intricacy of a cause in controversy"
"ladybug","NOUN. Synonym of ladybird.","/lˈe‍ɪdɪbˌʌɡ/","✗","It was seldom that Mrs. Ladybug hesitated to speak her mind right out to a person if she happened to disapprove of him.;Master class for children - ladybug To create God's cows, we will need the following materials: Cardboard sheet.;Beautifully ladybug will look at a leaflet of green paper."
"leverage","NOUN. A force compounded by means of a lever rotating around a pivot; see torque.，Any influence which is compounded or used to gain an advantage.，The use of borrowed funds with a contractually determined return to increase the ability to invest and earn an expected higher return, but usually at high risk.，The debt-to-equity ratio.，The ability to earn very high returns when operating at high-capacity utilization of a facility. VERB. To use; to exploit; to manipulate in order to take full advantage (of something).","/ˈliːvərɪdʒ/","✓","A crowbar uses leverage to pry nails out of wood.;Try using competitors’ prices for leverage in the negotiation.;Leverage is great until something goes wrong with your investments and you still have to pay your debts."
"liability","NOUN. An obligation, debt or responsibility owed to someone.，An obligation, debt or responsibility owed to someone.
Any item recorded on the right-hand side of a balance sheet.，A handicap that holds something back, a drawback, someone or something that is a burden to whoever is required to take care of them; an individual or action that exposes others to greater risk.，A handicap that holds something back, a drawback, someone or something that is a burden to whoever is required to take care of them; an individual or action that exposes others to greater risk.
A person on a team that is more of a hindrance than a help.，The likelihood of something happening.，The condition of being susceptible to something.","/ˌlaɪəˈbɪləti/","✓","For example, a no liability company must include in its name the words “No Liability” or its abbreviation “NL” as a warning to persons dealing with such a company.;You're a bloody liability sometimes!;Coordinate term: liability"
"lobby","NOUN. An entryway or reception area; vestibule; passageway; corridor.，That part of a hall of legislation not appropriated to the official use of the assembly.，A class or group of interested people who try to influence public officials; collectively, lobbyists.，A virtual area where players can chat and find opponents for a game.，An apartment or passageway in the fore part of an old-fashioned cabin under the quarter-deck.，A confined place for cattle, formed by hedges, trees, or other fencing, near the farmyard.，A margin along either side of the playing field in the sport of kabaddi.，A waiting area in front of a bank of elevators.，lobscouse VERB. To attempt to influence (a public official or decision-maker) in favor of a specific opinion or cause.","/ˈlɒbi/","✗","I had to wait in the lobby for hours before seeing the doctor.;The influence of the tobacco lobby has decreased considerably in the US.;For years, pro-life groups have continued to lobby hard for restrictions on abortion."
"lotus","NOUN. A kind of aquatic plant, genus Nelumbo in the family Nelumbonaceae.，A water lily, genus Nymphaea, especially those of Egypt or India.，A legendary plant eaten by the Lotophagi of the Odyssey that caused drowsiness and euphoria.，A number of other plants bearing lotus in their scientific or common names (see Derived terms below).
Diospyros lotus, date plum or Caucasian persimmon.，A number of other plants bearing lotus in their scientific or common names (see Derived terms below).
Lotus, a terrestrial genus with small flowers that includes bird's-foot trefoils and deervetches.，A number of other plants bearing lotus in their scientific or common names (see Derived terms below).
Ziziphus lotus, a shrub species with edible fruit.，An architectural motif of ancient Egyptian temples. PROPN. A British manufacturer of cars.，A few places in the United States:
An unincorporated community in El Dorado County, California. Former names: Marshall and Uniontown.，A few places in the United States:
An unincorporated community and former village on Merritt Island, Brevard County, Florida.，A few places in the United States:
An unincorporated community in Union County, Indiana.，A few places in the United States:
An unincorporated community in Bullitt County, Kentucky.","/ˈləʊtəs/","✗","2007, Tim Speed, Brad Schauf, Dick McCarrick, Lotus Notes Domino 8: Upgrader's Guide:;I told him how much I'd liked my fish course, a black sea bass fillet with pickled lotus root and huitlacoche sauce […];The visit to Pushkar is, however, a little more than the obligatory obeisance done at the site where Brahma carelessly dropped a lotus blossom as he was wondering where to perform a yagnya."
"macaque","NOUN. Any of a group of Old World monkeys of the subfamily Cercopithecinae, especially genus Macaca.","/məˈkæk/","✗","Other antigen positive tissues common to both the hemorrhagic variola macaque model and the MPXV marmoset models include epithelial, testicular, adrenocortical, and hepatic, as well as endothelial cell immunopositivity.;Additionally, DNA of following species not covered by the assay was tested to exclude cross-reactivity: macaque, budgerigar, pogona, and carp.;Experiments in the macaque show that eye movement speed can be >20% higher when the target is rewarded compared with nonrewarded (Bendiksby and Platt 2006)."
"machete","NOUN. A sword-like tool used for cutting large plants with a chopping motion, or as a weapon. The blade is usually 50 to 65 centimeters long, and up to three millimeters thick.，A small stringed instrument from Madeira, Portugal, having a double bulged body, traditionally of wood, with a small rib and four metallic strings, sometimes attached by wooden pegs. VERB. To cut or chop with a machete.，To hack or chop crudely with a blade other than a machete.","/məˈʃeti/","✗","You can't just machete about with a rapier and expect to succeed; you need to thrust properly.;(A normal person with a machete in her tumtum, that is.);Remember that crazy-funny fake trailer for the nonexistent ’70s Mexploitation flick Machete that preceded the “Planet Terror” segment of Grindhouse a few years back?"
"magnify","VERB. To praise, glorify (someone or something, especially God).，To make (something) larger or more important.，To make (someone or something) appear greater or more important than it is; to intensify, exaggerate.，To make (something) appear larger by means of a lens, magnifying glass, telescope etc.，To have effect; to be of importance or significance.","/ˈmæɡnɪfaɪ/","✗","St. Paul chose to magnify his office when ill men conspired to lessen it.;Our burning-glass also now became a great treasure, as it enabled me to magnify, and so perceive more clearly […].;magnify something a billionfold"
"maniac","NOUN. An insane person, especially one who suffers from a mania.，A fanatic, a person with an obsession.","/ˈmeɪniæk/","✗","She was driving like a maniac.;He's a manga maniac.;She's a maniac, maniac on the floor / And she's dancing like she never danced before"
"markup","NOUN. The percentage or amount by which a seller hikes up his buy-in price when determining his selling price.，An increase in price.，The notation that is used to indicate the meaning of the elements in an electronic document, or to dictate how text should be displayed.，The process by which proposed legislation is debated and amended.","/ˈmɑːkʌp/","✗","You don’t make much money selling gas because the markup is so low.;There will be a markup on those products next week; better buy them now.;For example, a filename of “home.html” would be appropriate for an ASCII/text file containing HTML markup."
"mascara","NOUN. A cosmetic used to darken and thicken the eyelashes. VERB. To apply mascara to the eyelashes PROPN. A city and provincial capital in northwestern Algeria.，A province of Algeria","/mæˈskɑːrə/","✗","apply mascara;put on mascara;mascara runs"
"materialism","NOUN. Constant concern over material possessions and wealth; a great or excessive regard for worldly concerns.，The philosophical belief that nothing exists beyond what is physical.，Material substances in the aggregate; matter.","/məˈtɪəriəlɪzəm/","✓","As with Deism and Materialism, the German Rationalism invaded the department of Biblical exegesis.;What is called spiritualism should, I think, be called a mental species of materialism.;[…] is it not melancholy to hear a man like Steffens somniloquise in such a mystifying cant of Hylozoism, of Pickism, a hodge-podge of the grossest materialism, and the most fantastic yet maudlin moonery?"
"mitigate","VERB. To reduce, lessen, or decrease; to make less severe or easier to bear.，To downplay.","/ˈmɪtɪɡeɪt/","✗","Now that we know what some of the contributing factors to poor memory bandwidth let's discuss some options available to mitigate them.;The absentaneous nature of the job tended to mitigate expectations of single site employment.;Measures are pursuing to prevent or mitigate the usual consequences of such outrages, and with the hope of their succeeding at least to avert general hostility.;Then they tell us that vaccination will mitigate the disease that it will make it milder."
"monarchy","NOUN. A government in which sovereignty is embodied within a single, today usually hereditary head of state (whether as a figurehead or as a powerful ruler).，The territory ruled over by a monarch; a kingdom.，A form of government where sovereignty is embodied by a single ruler in a state and his high aristocracy representing their separate divided lands within the state and their low aristocracy representing their separate divided fiefs.，States based on a system of governance headed by a king or a queen.","/ˈmɒnəki/","✗","An absolute monarchy is a monarchy where the monarch is legally the ultimate authority in all temporal matters.;The arms of Upland were a ""golden apple,"" or globe, surrounded with a belt, in allusion to the monarchy.;In ſhort, the Rebellion had been Cruſh'd in the Egg; and One Seaſonable Act of Rigour, had Sav'd the King, the Monarchy, the Church, and the Three Kingdoms."
"negation","NOUN. The logical operation which obtains such (negated) propositions.，A denial or contradiction.，The act of negating something.，A proposition which is the contradictory of another proposition and which can be obtained from that other proposition by the appropriately placed addition/insertion of the word ""not"". (Or, in symbolic logic, by prepending that proposition with the symbol for the logical operator ""not"".)","/nɪˈɡeɪʃn/","✗","Negation is a unary operation.;You get the negation of a proposition if you insert ""not"" (or some equivalent expression) into it in such a way as to form a contradictory of it.;This negation has sometimes been no less “annihilationist” than classical anti-Semitism, because, at least potentially, it serves to justify the elimination of the State of Israel."
"nuance","NOUN. A minor distinction.，Subtlety or fine detail. VERB. To apply a nuance to; to change or redefine in a subtle way.","/ˈnjuːɑːns/","✗","Even with the nuance, the vote was a momentous step for a church that has been mired in intrafactional warfare over homosexuality for more than a decade.;If we look at it in this way, the requirement of red-handedness sinks somewhat into the background, and the expression acquires a rather different nuance: furtum manifestum means a clearly-proven theft.;When it came to food, Melissa preferred subtle nuance and lighthanded seasoning."
"overwhelm","VERB. To engulf, surge over and submerge.，To overpower, crush.，To overpower emotionally.，To cause to surround, to cover. NOUN. The state or condition of being overwhelmed.","/ˌəʊvəˈwelm/","✗","I lay Turpentine all over the same: then I overwhelm a broader pipe about the first;The fact is, that full permeation and understanding of an overwhelm or trauma makes it cease as an overwhelm or trauma.;And what you’re feeling is normal in a dangerous situation — overwhelm and guilt when someone is harmed."
"parcel","NOUN. A package wrapped for shipment.，An individual consignment of cargo for shipment, regardless of size and form.，An individual item appearing on an invoice or receipt (only in the phrase bill of parcels).，A division of land bought and sold as a unit.，A group of birds.，An indiscriminate or indefinite number, measure, or quantity; a collection; a group.，A small amount of food that has been wrapped up, for example a pastry.，A portion of anything taken separately; a fragment of a whole; a part. VERB. To wrap something up into the form of a package.，To wrap a strip around the end of a rope.，To divide and distribute by parts or portions; often with off, out or into.，To add a parcel or item to; to itemize. ADV. Part or half; in part; partially.","/ˈpɑːsl/","✗","I saw a brown paper parcel on my doorstep.;I own a small parcel of land between the refinery and the fish cannery.;A certain piece of land is part and parcel of another piece."
"part and parcel","NOUN. An integral or essential piece; that which must be done or accepted as part of something else.","","✗",""
"particularity","NOUN. A particular thing.，A distinctive characteristic or quality; a peculiarity.，A particular case or matter.，The condition of being particular rather than general or universal; specificity.
The doctrine of the incarnation of God as Jesus occurring at a particular place and time.，The condition of being particular rather than general or universal; specificity.
Synonym of particularism (“the principle that only certain people are chosen by God for salvation”)，Attention to detail; fastidiousness.，The condition of being special; peculiarity, specialness.，The condition of being special in an unexpected way; oddness, strangeness; (countable) an instance of this.，The paying of particular close attention to someone; (countable) an instance of this.","/pəˌtɪkjəˈlærəti/","✗","Donny’s obsession for trains is just a harmless particularity of his.;The one thing left to serve as the cause of its particularity is the fact of its yonderness, i. e., the fact that it has a particular spatial and temporal meaning.;This ""particularity"" is not absolute, and it must be a temporarily ""footing."""
"permeate","VERB. To pass through the pores or interstices of; to penetrate and pass through without causing rupture or displacement; applied especially to fluids which pass through substances of loose texture，To enter and spread through; to pervade. NOUN. A watery by-product of milk production.，Liquid that has passed through a filtration system.","/ˈpɜːmieɪt/","✗","Hence the vapor, so useful in expanding the compressed tissues and enabling the air to permeate and expand the contracted parenchyma in consumption, causes a sensation of great fatigue in asthma.;For Groddeck, the it is given, unknowable, and he does not try to conceptualize drives or forces. Early life and sexuality permeate […];""Pick up your toys"" takes a parental blowhorn to permeate the brain of a young child."
"pessimistic","ADJ. Marked by pessimism and little hopefulness; expecting the worst.，Pertaining to the worst-case scenario.，Taking out exclusive locks on data to prevent conflicts with other processes that might modify it.","/ˌpesɪˈmɪstɪk/","✗","a pessimistic view of the future;a pessimistic estimate;pessimistic concurrency; pessimistic locking"
